Name,Toy,Fish,Type,Silver Equivalent,Gold Equivalent,Food condition,Date,Theme,Toy Size
Pepper / Odd-san,Kotatsu,6,Silver,6,0.12,Frisky bitz,19/03/2016,Original,Large
Tabitha / Shimamike-san,Orange cube,7,Silver,7,0.14,Frisky bitz,19/03/2016,Original,Small
Speckles / Kurobuchi-san,Pile of leaves,7,Silver,7,0.14,Frisky bitz,19/03/2016,Original,Small
Speckles / Kurobuchi-san,Pile of leaves,7,Silver,7,0.14,Frisky bitz,19/03/2016,Original,Small
Fred / Chatora-san,Cushion (green),7,Silver,7,0.14,Frisky bitz,19/03/2016,Original,Small
Patches / Buchi-san,Hot mat (large),7,Silver,7,0.14,Frisky bitz,19/03/2016,Original,Large
Pepper / Odd-san,Orange cube,8,Silver,8,0.16,Frisky bitz,19/03/2016,Original,Small
Fred / Chatora-san,Cushion (green),8,Silver,8,0.16,Frisky bitz,19/03/2016,Original,Small
Ginger / Akage-san,Orange cube,8,Silver,8,0.16,Frisky bitz,19/03/2016,Original,Small
Pickles / Shirosaba-san,Pile of leaves,8,Silver,8,0.16,Frisky bitz,19/03/2016,Original,Small
Fred / Chatora-san,Cushion (green),8,Silver,8,0.16,Frisky bitz,19/03/2016,Original,Small
Lexy / Haishiro-san,Black head space,9,Silver,9,0.18,Frisky bitz,19/03/2016,Original,Small
Fred / Chatora-san,Cushion (green),9,Silver,9,0.18,Frisky bitz,19/03/2016,Original,Small
Speckles / Kurobuchi-san,Pile of leaves,9,Silver,9,0.18,Frisky bitz,19/03/2016,Original,Small
Marshmallow / Point-san,Kotatsu,9,Silver,9,0.18,Frisky bitz,19/03/2016,Original,Large
Marshmallow / Point-san,Kotatsu,10,Silver,10,0.2,Frisky bitz,19/03/2016,Original,Large
Pickles / Shirosaba-san,Orange cube,11,Silver,11,0.22,Frisky bitz,19/03/2016,Original,Small
Lexy / Haishiro-san,Black head space,11,Silver,11,0.22,Frisky bitz,19/03/2016,Original,Small
Lexy / Haishiro-san,Black head space,11,Silver,11,0.22,Frisky bitz,19/03/2016,Original,Small
Marshmallow / Point-san,Kick toy (mouse),11,Silver,11,0.22,Frisky bitz,19/03/2016,Original,Small
Patches / Buchi-san,Pile of leaves,12,Silver,12,0.24,Frisky bitz,19/03/2016,Original,Small
Fred / Chatora-san,Kotatsu,13,Silver,13,0.26,Frisky bitz,19/03/2016,Original,Large
Pickles / Shirosaba-san,Pile of leaves,14,Silver,14,0.28,Frisky bitz,19/03/2016,Original,Small
Lexy / Haishiro-san,Kotatsu,14,Silver,14,0.28,Frisky bitz,19/03/2016,Original,Large
Fred / Chatora-san,Cushion (green),15,Silver,15,0.3,Frisky bitz,19/03/2016,Original,Small
Bolt / Kijitora-san,Kotatsu,16,Silver,16,0.32,Frisky bitz,19/03/2016,Original,Large
Bolt / Kijitora-san,Kotatsu,16,Silver,16,0.32,Frisky bitz,19/03/2016,Original,Large
Fred / Chatora-san,Cushion (green),18,Silver,18,0.36,Frisky bitz,19/03/2016,Original,Small
Bolt / Kijitora-san,Pile of leaves,18,Silver,18,0.36,Frisky bitz,19/03/2016,Original,Small
Fred / Chatora-san,Kotatsu,19,Silver,19,0.38,Frisky bitz,19/03/2016,Original,Large
Fred / Chatora-san,Cushion (green),22,Silver,22,0.44,Frisky bitz,19/03/2016,Original,Small
Lexy / Haishiro-san,Black head space,27,Silver,27,0.54,Frisky bitz,19/03/2016,Original,Small
Lexy / Haishiro-san,Black head space,4,Gold,200,4,Sashimi,20/03/2016,Original,Small
Fred / Chatora-san,Cushion (green),5,Gold,250,5,Sashimi,20/03/2016,Original,Small
Socks / Kutsushita-san,Kotatsu,1,Silver,1,0.02,Sashimi,20/03/2016,Original,Large
Dottie / Shiromike-san,Hot mat (large),1,Silver,1,0.02,Sashimi,20/03/2016,Original,Large
Pumpkin / Shirochatora-san,Kotatsu,1,Silver,1,0.02,Sashimi,20/03/2016,Original,Large
Sunny / Tobimike-san,Wing-thing teaser,1,Silver,1,0.02,Sashimi,20/03/2016,Original,Small
Bandit / Sabigara-san,Kick toy (mouse),2,Silver,2,0.04,Sashimi,20/03/2016,Original,Small
Breezy / Shirokiji-san,Cushion (green),2,Silver,2,0.04,Sashimi,20/03/2016,Original,Small
Snowball / Shironeko-san,Hot mat (large),2,Silver,2,0.04,Sashimi,20/03/2016,Original,Large
Willie / Kurotora-san,Kotatsu,2,Silver,2,0.04,Sashimi,20/03/2016,Original,Large
Pumpkin / Shirochatora-san,Hot mat (large),2,Silver,2,0.04,Sashimi,20/03/2016,Original,Large
Tabitha / Shimamike-san,Hot mat (large),2,Silver,2,0.04,Sashimi,20/03/2016,Original,Large
Rascal / Haihachi-san,Kotatsu,2,Silver,2,0.04,Sashimi,20/03/2016,Original,Large
Ginger / Akage-san,Black head space,2,Silver,2,0.04,Sashimi,20/03/2016,Original,Small
Bandit / Sabigara-san,Kotatsu,2,Silver,2,0.04,Sashimi,20/03/2016,Original,Large
Tabitha / Shimamike-san,Hot mat (large),2,Silver,2,0.04,Sashimi,20/03/2016,Original,Large
Mack / Shirotora-san,Kotatsu,2,Silver,2,0.04,Sashimi,20/03/2016,Original,Large
Rascal / Haihachi-san,Cushion (green),2,Silver,2,0.04,Sashimi,20/03/2016,Original,Small
Bandit / Sabigara-san,Hot mat (large),2,Silver,2,0.04,Sashimi,20/03/2016,Original,Large
Shadow / Haiiro-san,Hot mat (large),2,Silver,2,0.04,Sashimi,20/03/2016,Original,Large
Spots / Shirokuro-san,Orange cube,2,Silver,2,0.04,Sashimi,20/03/2016,Original,Small
Gozer / Tobi-san,Kotatsu,2,Silver,2,0.04,Sashimi,20/03/2016,Original,Large
Dottie / Shiromike-san,Hot mat (large),2,Silver,2,0.04,Sashimi,20/03/2016,Original,Large
Rascal / Haihachi-san,Cushion (green),2,Silver,2,0.04,Sashimi,20/03/2016,Original,Small
Snowball / Shironeko-san,Black head space,2,Silver,2,0.04,Sashimi,20/03/2016,Original,Small
Snowball / Shironeko-san,Kotatsu,3,Silver,3,0.06,Sashimi,20/03/2016,Original,Large
Smokey / Kuroneko-san,Pile of leaves,3,Silver,3,0.06,Sashimi,20/03/2016,Original,Small
Callie / Mike-san,Kotatsu,3,Silver,3,0.06,Sashimi,20/03/2016,Original,Large
Pepper / Odd-san,Orange cube,3,Silver,3,0.06,Sashimi,20/03/2016,Original,Small
Shadow / Haiiro-san,Hot mat (large),3,Silver,3,0.06,Sashimi,20/03/2016,Original,Large
Sunny / Tobimike-san,Wing-thing teaser,3,Silver,3,0.06,Sashimi,20/03/2016,Original,Small
Smokey / Kuroneko-san,Cushion (green),3,Silver,3,0.06,Sashimi,20/03/2016,Original,Small
Patches / Buchi-san,Hot mat (large),3,Silver,3,0.06,Sashimi,20/03/2016,Original,Large
Sunny / Tobimike-san,Wing-thing teaser,3,Silver,3,0.06,Sashimi,20/03/2016,Original,Small
Dottie / Shiromike-san,Hot mat (large),3,Silver,3,0.06,Sashimi,20/03/2016,Original,Large
Princess / Mugiwara-san,Kick toy (mouse),3,Silver,3,0.06,Sashimi,20/03/2016,Original,Small
Gabriel / Hachiware-san,Kotatsu,3,Silver,3,0.06,Sashimi,20/03/2016,Original,Large
Snowball / Shironeko-san,Kotatsu,3,Silver,3,0.06,Sashimi,20/03/2016,Original,Large
Sunny / Tobimike-san,Wing-thing teaser,3,Silver,3,0.06,Sashimi,20/03/2016,Original,Small
Callie / Mike-san,Hot mat (large),3,Silver,3,0.06,Sashimi,20/03/2016,Original,Large
Dottie / Shiromike-san,Hot mat (large),4,Silver,4,0.08,Sashimi,20/03/2016,Original,Large
Spots / Shirokuro-san,Hot mat (large),4,Silver,4,0.08,Sashimi,20/03/2016,Original,Large
Rascal / Haihachi-san,Cushion (green),4,Silver,4,0.08,Sashimi,20/03/2016,Original,Small
Shadow / Haiiro-san,Kotatsu,4,Silver,4,0.08,Sashimi,20/03/2016,Original,Large
Callie / Mike-san,Orange cube,4,Silver,4,0.08,Sashimi,20/03/2016,Original,Small
Sunny / Tobimike-san,Wing-thing teaser,4,Silver,4,0.08,Sashimi,20/03/2016,Original,Small
Cocoa / Chahachi-san,Kotatsu,4,Silver,4,0.08,Sashimi,20/03/2016,Original,Large
Marshmallow / Point-san,Kotatsu,4,Silver,4,0.08,Sashimi,20/03/2016,Original,Large
Ginger / Akage-san,Pile of leaves,5,Silver,5,0.1,Sashimi,20/03/2016,Original,Small
Snowball / Shironeko-san,Kotatsu,5,Silver,5,0.1,Sashimi,20/03/2016,Original,Large
Cocoa / Chahachi-san,Pile of leaves,5,Silver,5,0.1,Sashimi,20/03/2016,Original,Small
Smokey / Kuroneko-san,Pile of leaves,5,Silver,5,0.1,Sashimi,20/03/2016,Original,Small
Breezy / Shirokiji-san,Pile of leaves,5,Silver,5,0.1,Sashimi,20/03/2016,Original,Small
Smokey / Kuroneko-san,Kick toy (mouse),5,Silver,5,0.1,Sashimi,20/03/2016,Original,Small
Pumpkin / Shirochatora-san,Hot mat (large),5,Silver,5,0.1,Sashimi,20/03/2016,Original,Large
Pepper / Odd-san,Black head space,5,Silver,5,0.1,Sashimi,20/03/2016,Original,Small
Tabitha / Shimamike-san,Kotatsu,5,Silver,5,0.1,Sashimi,20/03/2016,Original,Large
Patches / Buchi-san,Hot mat (large),5,Silver,5,0.1,Sashimi,20/03/2016,Original,Large
Spooky / Haisabi-san,Wing-thing teaser,6,Silver,6,0.12,Sashimi,20/03/2016,Original,Small
Misty / Sabatora-san,Hot mat (large),6,Silver,6,0.12,Sashimi,20/03/2016,Original,Large
Gozer / Tobi-san,Hot mat (large),6,Silver,6,0.12,Sashimi,20/03/2016,Original,Large
Speckles / Kurobuchi-san,Kotatsu,6,Silver,6,0.12,Sashimi,20/03/2016,Original,Large
Smokey / Kuroneko-san,Pile of leaves,6,Silver,6,0.12,Sashimi,20/03/2016,Original,Small
Marshmallow / Point-san,Kick toy (mouse),6,Silver,6,0.12,Sashimi,20/03/2016,Original,Small
Marshmallow / Point-san,Kick toy (mouse),7,Silver,7,0.14,Sashimi,20/03/2016,Original,Small
Speckles / Kurobuchi-san,Hot mat (large),7,Silver,7,0.14,Sashimi,20/03/2016,Original,Large
Gabriel / Hachiware-san,Kotatsu,7,Silver,7,0.14,Sashimi,20/03/2016,Original,Large
Snowball / Shironeko-san,Orange cube,7,Silver,7,0.14,Sashimi,20/03/2016,Original,Small
Pickles / Shirosaba-san,Wing-thing teaser,8,Silver,8,0.16,Sashimi,20/03/2016,Original,Small
Bolt / Kijitora-san,Pile of leaves,8,Silver,8,0.16,Sashimi,20/03/2016,Original,Small
Lexy / Haishiro-san,Black head space,8,Silver,8,0.16,Sashimi,20/03/2016,Original,Small
Pepper / Odd-san,Orange cube,8,Silver,8,0.16,Sashimi,20/03/2016,Original,Small
Bolt / Kijitora-san,Kotatsu,8,Silver,8,0.16,Sashimi,20/03/2016,Original,Large
Pickles / Shirosaba-san,Black head space,9,Silver,9,0.18,Sashimi,20/03/2016,Original,Small
Pepper / Odd-san,Orange cube,9,Silver,9,0.18,Sashimi,20/03/2016,Original,Small
Marshmallow / Point-san,Kick toy (mouse),10,Silver,10,0.2,Sashimi,20/03/2016,Original,Small
Pickles / Shirosaba-san,Kotatsu,10,Silver,10,0.2,Sashimi,20/03/2016,Original,Large
Lexy / Haishiro-san,Black head space,10,Silver,10,0.2,Sashimi,20/03/2016,Original,Small
Bolt / Kijitora-san,Pile of leaves,11,Silver,11,0.22,Sashimi,20/03/2016,Original,Small
Bolt / Kijitora-san,Kotatsu,11,Silver,11,0.22,Sashimi,20/03/2016,Original,Large
Peaches / Cream-san,Cushion (green),12,Silver,12,0.24,Sashimi,20/03/2016,Original,Small
Fred / Chatora-san,Cushion (green),14,Silver,14,0.28,Sashimi,20/03/2016,Original,Small
Fred / Chatora-san,Cushion (green),17,Silver,17,0.34,Sashimi,20/03/2016,Original,Small
Fred / Chatora-san,Cushion (green),20,Silver,20,0.4,Sashimi,20/03/2016,Original,Small
Tubbs / Manzoku-san,Sashimi,9,Silver,9,0.18,Sashimi,20/03/2016,Original,N/A
Tubbs / Manzoku-san,Sashimi,14,Silver,14,0.28,Sashimi,20/03/2016,Original,N/A
Rascal / Haihachi-san,Cushion (green),2,Gold,100,2,Sashimi,21/03/2016,Original,Small
Gabriel / Hachiware-san,Kotatsu,3,Gold,150,3,Sashimi,21/03/2016,Original,Large
Bandit / Sabigara-san,Hot mat (large),6,Gold,300,6,Sashimi,21/03/2016,Original,Large
Snowball / Shironeko-san,Kotatsu,1,Silver,1,0.02,Sashimi,21/03/2016,Original,Large
Callie / Mike-san,Kotatsu,1,Silver,1,0.02,Sashimi,21/03/2016,Original,Large
Dottie / Shiromike-san,Hot mat (large),1,Silver,1,0.02,Sashimi,21/03/2016,Original,Large
Spots / Shirokuro-san,Hot mat (large),1,Silver,1,0.02,Sashimi,21/03/2016,Original,Large
Bandit / Sabigara-san,Snow sled,1,Silver,1,0.02,Sashimi,21/03/2016,Original,Large
Bandit / Sabigara-san,Snow sled,1,Silver,1,0.02,Sashimi,21/03/2016,Original,Large
Sunny / Tobimike-san,Thick cooling pad,1,Silver,1,0.02,Sashimi,21/03/2016,Original,Small
Rascal / Haihachi-san,Cushion (green),1,Silver,1,0.02,Sashimi,21/03/2016,Original,Small
Dottie / Shiromike-san,Hot mat (large),2,Silver,2,0.04,Sashimi,21/03/2016,Original,Large
Callie / Mike-san,Hot mat (large),2,Silver,2,0.04,Sashimi,21/03/2016,Original,Large
Sunny / Tobimike-san,Kotatsu,2,Silver,2,0.04,Sashimi,21/03/2016,Original,Large
Shadow / Haiiro-san,Hot mat (large),2,Silver,2,0.04,Sashimi,21/03/2016,Original,Large
Smokey / Kuroneko-san,Hot mat (large),2,Silver,2,0.04,Sashimi,21/03/2016,Original,Large
Rascal / Haihachi-san,Cushion (green),2,Silver,2,0.04,Sashimi,21/03/2016,Original,Small
Snowball / Shironeko-san,Thick cooling pad,2,Silver,2,0.04,Sashimi,21/03/2016,Original,Small
Callie / Mike-san,Hot mat (large),2,Silver,2,0.04,Sashimi,21/03/2016,Original,Large
Cocoa / Chahachi-san,Snow sled,2,Silver,2,0.04,Sashimi,21/03/2016,Original,Large
Callie / Mike-san,Lacquered bowl,2,Silver,2,0.04,Sashimi,21/03/2016,Original,Small
Bandit / Sabigara-san,Snow sled,2,Silver,2,0.04,Sashimi,21/03/2016,Original,Large
Tabitha / Shimamike-san,Pile of leaves,2,Silver,2,0.04,Sashimi,21/03/2016,Original,Small
Dottie / Shiromike-san,Hot mat (large),2,Silver,2,0.04,Sashimi,21/03/2016,Original,Large
Shadow / Haiiro-san,Hot mat (large),2,Silver,2,0.04,Sashimi,21/03/2016,Original,Large
Pumpkin / Shirochatora-san,Hot mat (large),2,Silver,2,0.04,Sashimi,21/03/2016,Original,Large
Tabitha / Shimamike-san,Pile of leaves,2,Silver,2,0.04,Sashimi,21/03/2016,Original,Small
Socks / Kutsushita-san,Kotatsu,3,Silver,3,0.06,Sashimi,21/03/2016,Original,Large
Snowball / Shironeko-san,Hot mat (large),3,Silver,3,0.06,Sashimi,21/03/2016,Original,Large
Breezy / Shirokiji-san,Thick cooling pad,3,Silver,3,0.06,Sashimi,21/03/2016,Original,Small
Rascal / Haihachi-san,Cushion (green),3,Silver,3,0.06,Sashimi,21/03/2016,Original,Small
Tabitha / Shimamike-san,Kotatsu,3,Silver,3,0.06,Sashimi,21/03/2016,Original,Large
Sunny / Tobimike-san,Pile of leaves,3,Silver,3,0.06,Sashimi,21/03/2016,Original,Small
Ginger / Akage-san,Lacquered bowl,3,Silver,3,0.06,Sashimi,21/03/2016,Original,Small
Pepper / Odd-san,Black head space,3,Silver,3,0.06,Sashimi,21/03/2016,Original,Small
Snowball / Shironeko-san,Kotatsu,3,Silver,3,0.06,Sashimi,21/03/2016,Original,Large
Callie / Mike-san,Lacquered bowl,3,Silver,3,0.06,Sashimi,21/03/2016,Original,Small
Socks / Kutsushita-san,Snow sled,3,Silver,3,0.06,Sashimi,21/03/2016,Original,Large
Princess / Mugiwara-san,Cushion (green),3,Silver,3,0.06,Sashimi,21/03/2016,Original,Small
Speckles / Kurobuchi-san,Snow sled,3,Silver,3,0.06,Sashimi,21/03/2016,Original,Large
Pepper / Odd-san,Black head space,3,Silver,3,0.06,Sashimi,21/03/2016,Original,Small
Tabitha / Shimamike-san,Pile of leaves,3,Silver,3,0.06,Sashimi,21/03/2016,Original,Small
Gabriel / Hachiware-san,Black head space,3,Silver,3,0.06,Sashimi,21/03/2016,Original,Small
Princess / Mugiwara-san,Cushion (green),3,Silver,3,0.06,Sashimi,21/03/2016,Original,Small
Bandit / Sabigara-san,Snow sled,3,Silver,3,0.06,Sashimi,21/03/2016,Original,Large
Cocoa / Chahachi-san,Pile of leaves,4,Silver,4,0.08,Sashimi,21/03/2016,Original,Small
Smokey / Kuroneko-san,Hot mat (large),4,Silver,4,0.08,Sashimi,21/03/2016,Original,Large
Pepper / Odd-san,Kotatsu,4,Silver,4,0.08,Sashimi,21/03/2016,Original,Large
Gabriel / Hachiware-san,Lacquered bowl,4,Silver,4,0.08,Sashimi,21/03/2016,Original,Small
Gozer / Tobi-san,Hot mat (large),4,Silver,4,0.08,Sashimi,21/03/2016,Original,Large
Sunny / Tobimike-san,Pile of leaves,4,Silver,4,0.08,Sashimi,21/03/2016,Original,Small
Tabitha / Shimamike-san,Hot mat (large),4,Silver,4,0.08,Sashimi,21/03/2016,Original,Large
Gozer / Tobi-san,Snow sled,4,Silver,4,0.08,Sashimi,21/03/2016,Original,Large
Pepper / Odd-san,Lacquered bowl,4,Silver,4,0.08,Sashimi,21/03/2016,Original,Small
Breezy / Shirokiji-san,Thick cooling pad,4,Silver,4,0.08,Sashimi,21/03/2016,Original,Small
Dottie / Shiromike-san,Hot mat (large),4,Silver,4,0.08,Sashimi,21/03/2016,Original,Large
Snowball / Shironeko-san,Lacquered bowl,4,Silver,4,0.08,Sashimi,21/03/2016,Original,Small
Socks / Kutsushita-san,Snow sled,4,Silver,4,0.08,Sashimi,21/03/2016,Original,Large
Smokey / Kuroneko-san,Hot mat (large),4,Silver,4,0.08,Sashimi,21/03/2016,Original,Large
Bolt / Kijitora-san,Lacquered bowl,5,Silver,5,0.1,Sashimi,21/03/2016,Original,Small
Gozer / Tobi-san,Hot mat (large),5,Silver,5,0.1,Sashimi,21/03/2016,Original,Large
Smokey / Kuroneko-san,Marble pad,5,Silver,5,0.1,Sashimi,21/03/2016,Original,Small
Cocoa / Chahachi-san,Thick cooling pad,5,Silver,5,0.1,Sashimi,21/03/2016,Original,Small
Gabriel / Hachiware-san,Snow sled,5,Silver,5,0.1,Sashimi,21/03/2016,Original,Large
Tabitha / Shimamike-san,Pile of leaves,5,Silver,5,0.1,Sashimi,21/03/2016,Original,Small
Patches / Buchi-san,Pile of leaves,5,Silver,5,0.1,Sashimi,21/03/2016,Original,Small
Gozer / Tobi-san,Snow sled,5,Silver,5,0.1,Sashimi,21/03/2016,Original,Large
Shadow / Haiiro-san,Hot mat (large),5,Silver,5,0.1,Sashimi,21/03/2016,Original,Large
Gozer / Tobi-san,Snow sled,5,Silver,5,0.1,Sashimi,21/03/2016,Original,Large
Pepper / Odd-san,Thick cooling pad,5,Silver,5,0.1,Sashimi,21/03/2016,Original,Small
Gabriel / Hachiware-san,Snow sled,5,Silver,5,0.1,Sashimi,21/03/2016,Original,Large
Breezy / Shirokiji-san,Cushion (green),5,Silver,5,0.1,Sashimi,21/03/2016,Original,Small
Speckles / Kurobuchi-san,Kotatsu,6,Silver,6,0.12,Sashimi,21/03/2016,Original,Large
Shadow / Haiiro-san,Hot mat (large),6,Silver,6,0.12,Sashimi,21/03/2016,Original,Large
Tabitha / Shimamike-san,Kotatsu,6,Silver,6,0.12,Sashimi,21/03/2016,Original,Large
Willie / Kurotora-san,Thick cooling pad,6,Silver,6,0.12,Sashimi,21/03/2016,Original,Small
Marshmallow / Point-san,Marble pad,6,Silver,6,0.12,Sashimi,21/03/2016,Original,Small
Spooky / Haisabi-san,Cushion (green),6,Silver,6,0.12,Sashimi,21/03/2016,Original,Small
Bolt / Kijitora-san,Lacquered bowl,6,Silver,6,0.12,Sashimi,21/03/2016,Original,Small
Smokey / Kuroneko-san,Cushion (green),6,Silver,6,0.12,Sashimi,21/03/2016,Original,Small
Ginger / Akage-san,Black head space,6,Silver,6,0.12,Sashimi,21/03/2016,Original,Small
Pumpkin / Shirochatora-san,Marble pad,6,Silver,6,0.12,Sashimi,21/03/2016,Original,Small
Bolt / Kijitora-san,Pile of leaves,6,Silver,6,0.12,Sashimi,21/03/2016,Original,Small
Lexy / Haishiro-san,Black head space,7,Silver,7,0.14,Sashimi,21/03/2016,Original,Small
Pumpkin / Shirochatora-san,Marble pad,7,Silver,7,0.14,Sashimi,21/03/2016,Original,Small
Ginger / Akage-san,Lacquered bowl,7,Silver,7,0.14,Sashimi,21/03/2016,Original,Small
Speckles / Kurobuchi-san,Snow sled,7,Silver,7,0.14,Sashimi,21/03/2016,Original,Large
Misty / Sabatora-san,Hot mat (large),7,Silver,7,0.14,Sashimi,21/03/2016,Original,Large
Pepper / Odd-san,Thick cooling pad,8,Silver,8,0.16,Sashimi,21/03/2016,Original,Small
Pickles / Shirosaba-san,Black head space,8,Silver,8,0.16,Sashimi,21/03/2016,Original,Small
Smokey / Kuroneko-san,Kotatsu,8,Silver,8,0.16,Sashimi,21/03/2016,Original,Large
Speckles / Kurobuchi-san,Pile of leaves,8,Silver,8,0.16,Sashimi,21/03/2016,Original,Small
Patches / Buchi-san,Hot mat (large),8,Silver,8,0.16,Sashimi,21/03/2016,Original,Large
Pepper / Odd-san,Black head space,8,Silver,8,0.16,Sashimi,21/03/2016,Original,Small
Lexy / Haishiro-san,Marble pad,9,Silver,9,0.18,Sashimi,21/03/2016,Original,Small
Marshmallow / Point-san,Marble pad,9,Silver,9,0.18,Sashimi,21/03/2016,Original,Small
Patches / Buchi-san,Hot mat (large),9,Silver,9,0.18,Sashimi,21/03/2016,Original,Large
Pickles / Shirosaba-san,Black head space,9,Silver,9,0.18,Sashimi,21/03/2016,Original,Small
Marshmallow / Point-san,Marble pad,9,Silver,9,0.18,Sashimi,21/03/2016,Original,Small
Fred / Chatora-san,Thick cooling pad,9,Silver,9,0.18,Sashimi,21/03/2016,Original,Small
Lexy / Haishiro-san,Black head space,9,Silver,9,0.18,Sashimi,21/03/2016,Original,Small
Ginger / Akage-san,Black head space,9,Silver,9,0.18,Sashimi,21/03/2016,Original,Small
Misty / Sabatora-san,Hot mat (large),10,Silver,10,0.2,Sashimi,21/03/2016,Original,Large
Pickles / Shirosaba-san,Black head space,10,Silver,10,0.2,Sashimi,21/03/2016,Original,Small
Fred / Chatora-san,Cushion (green),10,Silver,10,0.2,Sashimi,21/03/2016,Original,Small
Pickles / Shirosaba-san,Black head space,10,Silver,10,0.2,Sashimi,21/03/2016,Original,Small
Fred / Chatora-san,Cushion (green),11,Silver,11,0.22,Sashimi,21/03/2016,Original,Small
Fred / Chatora-san,Cushion (green),12,Silver,12,0.24,Sashimi,21/03/2016,Original,Small
Bolt / Kijitora-san,Thick cooling pad,12,Silver,12,0.24,Sashimi,21/03/2016,Original,Small
Lexy / Haishiro-san,Lacquered bowl,12,Silver,12,0.24,Sashimi,21/03/2016,Original,Small
Kathmandu / Maromayu-san,Lacquered bowl,13,Silver,13,0.26,Sashimi,21/03/2016,Original,Small
Kathmandu / Maromayu-san,Lacquered bowl,13,Silver,13,0.26,Sashimi,21/03/2016,Original,Small
Bolt / Kijitora-san,Pile of leaves,15,Silver,15,0.3,Sashimi,21/03/2016,Original,Small
Fred / Chatora-san,Cushion (green),15,Silver,15,0.3,Sashimi,21/03/2016,Original,Small
Bolt / Kijitora-san,Kotatsu,16,Silver,16,0.32,Sashimi,21/03/2016,Original,Large
Lexy / Haishiro-san,Marble pad,17,Silver,17,0.34,Sashimi,21/03/2016,Original,Small
Lexy / Haishiro-san,Marble pad,18,Silver,18,0.36,Sashimi,21/03/2016,Original,Small
Fred / Chatora-san,Cushion (green),22,Silver,22,0.44,Sashimi,21/03/2016,Original,Small
Lexy / Haishiro-san,Lacquered bowl,22,Silver,22,0.44,Sashimi,21/03/2016,Original,Small
Lexy / Haishiro-san,Marble pad,24,Silver,24,0.48,Sashimi,21/03/2016,Original,Small
Lexy / Haishiro-san,Black head space,25,Silver,25,0.5,Sashimi,21/03/2016,Original,Small
Peaches / Cream-san,Marble pad,26,Silver,26,0.52,Sashimi,21/03/2016,Original,Small
Fred / Chatora-san,Snow sled,3,Gold,150,3,Sashimi,22/03/2016,Original,Large
Fred / Chatora-san,Cushion (green),3,Gold,150,3,Sashimi,22/03/2016,Original,Small
Dottie / Shiromike-san,Snowy pillow,3,Gold,150,3,Sashimi,22/03/2016,Original,Small
Cocoa / Chahachi-san,Tent (blizzard),3,Gold,150,3,Sashimi,22/03/2016,Original,Small
Kathmandu / Maromayu-san,Lacquered bowl,4,Gold,200,4,Sashimi,22/03/2016,Original,Small
Marshmallow / Point-san,Marble pad,5,Gold,250,5,Sashimi,22/03/2016,Original,Small
Socks / Kutsushita-san,Snow sled,5,Gold,250,5,Sashimi,22/03/2016,Original,Large
Pepper / Odd-san,Black head space,6,Gold,300,6,Sashimi,22/03/2016,Original,Small
Tabitha / Shimamike-san,Hot mat (large),7,Gold,350,7,Sashimi,22/03/2016,Original,Large
